Source,Target,Type,Id,Label,Weight,0
8506.0,13348.0,Undirected,348,,1,0
8506.0,11575.0,Undirected,349,,1,0
8506.0,14460.0,Undirected,350,,1,0
8506.0,9933.0,Undirected,351,,1,0
13348.0,2714.0,Undirected,352,,1,0
8662.0,17378.0,Undirected,353,,1,0
8662.0,6060.0,Undirected,354,,1,0
6434.0,15278.0,Undirected,355,,1,0
6434.0,12308.0,Undirected,356,,1,0
5709.0,11713.0,Undirected,357,,1,0
5709.0,11307.0,Undirected,358,,1,0
11713.0,17838.0,Undirected,359,,1,0
11713.0,2574.0,Undirected,360,,1,0
11713.0,3181.0,Undirected,361,,1,0
11713.0,6555.0,Undirected,362,,1,0
4240.0,13388.0,Undirected,363,,1,0
4240.0,9987.0,Undirected,364,,1,0
12204.0,12977.0,Undirected,365,,1,0
12204.0,7389.0,Undirected,366,,1,0
12977.0,9193.0,Undirected,367,,1,0
12977.0,5088.0,Undirected,368,,1,0
868.0,7368.0,Undirected,369,,1,0
868.0,5092.0,Undirected,370,,1,0
7368.0,153.0,Undirected,371,,1,0
4296.0,460.0,Undirected,372,,1,0
4296.0,10720.0,Undirected,373,,1,0
460.0,6713.0,Undirected,374,,1,0
460.0,10505.0,Undirected,375,,1,0
460.0,18200.0,Undirected,376,,1,0
460.0,9917.0,Undirected,377,,1,0
460.0,3429.0,Undirected,378,,1,0
460.0,2075.0,Undirected,379,,1,0
9599.0,19806.0,Undirected,380,,1,0
9599.0,2664.0,Undirected,381,,1,0
2050.0,17374.0,Undirected,382,,1,0
2050.0,10513.0,Undirected,383,,1,0
5579.0,9824.0,Undirected,384,,1,0
5579.0,12406.0,Undirected,385,,1,0
9824.0,16954.0,Undirected,386,,1,0
9824.0,2645.0,Undirected,387,,1,0
9824.0,55.0,Undirected,388,,1,0
10007.0,21199.0,Undirected,389,,1,0
10007.0,6809.0,Undirected,390,,1,0
8331.0,5294.0,Undirected,391,,1,0
8331.0,9019.0,Undirected,392,,1,0
8331.0,13413.0,Undirected,393,,1,0
8331.0,13515.0,Undirected,394,,1,0
8331.0,4517.0,Undirected,395,,1,0
8331.0,20196.0,Undirected,396,,1,0
8331.0,7812.0,Undirected,397,,1,0
8331.0,9756.0,Undirected,398,,1,0
5294.0,20653.0,Undirected,399,,1,0
9019.0,8089.0,Undirected,400,,1,0
9019.0,20048.0,Undirected,401,,1,0
9019.0,4171.0,Undirected,402,,1,0
4517.0,19576.0,Undirected,403,,1,0
7812.0,5495.0,Undirected,404,,1,0
7812.0,6029.0,Undirected,405,,1,0
7812.0,11509.0,Undirected,406,,1,0
9912.0,414.0,Undirected,407,,1,0
9912.0,2513.0,Undirected,408,,1,0
414.0,18085.0,Undirected,409,,1,0
414.0,15918.0,Undirected,410,,1,0
414.0,10891.0,Undirected,411,,1,0
7177.0,6818.0,Undirected,412,,1,0
7177.0,11829.0,Undirected,413,,1,0
6818.0,9460.0,Undirected,414,,1,0
8421.0,19704.0,Undirected,415,,1,0
8421.0,8925.0,Undirected,416,,1,0
8190.0,2020.0,Undirected,417,,1,0
8190.0,10261.0,Undirected,418,,1,0
2020.0,967.0,Undirected,419,,1,0
5986.0,19240.0,Undirected,420,,1,0
5986.0,2282.0,Undirected,421,,1,0
4886.0,18150.0,Undirected,422,,1,0
4886.0,11448.0,Undirected,423,,1,0
9606.0,20916.0,Undirected,424,,1,0
9606.0,9181.0,Undirected,425,,1,0
20916.0,896.0,Undirected,426,,1,0
9896.0,9685.0,Undirected,427,,1,0
9896.0,19279.0,Undirected,428,,1,0
9896.0,4820.0,Undirected,429,,1,0
9896.0,7879.0,Undirected,430,,1,0
9896.0,10266.0,Undirected,431,,1,0
9896.0,9796.0,Undirected,432,,1,0
9896.0,1434.0,Undirected,433,,1,0
9896.0,4008.0,Undirected,434,,1,0
9685.0,13861.0,Undirected,435,,1,0
19279.0,8302.0,Undirected,436,,1,0
19279.0,393.0,Undirected,437,,1,0
4820.0,20428.0,Undirected,438,,1,0
7879.0,13228.0,Undirected,439,,1,0
8109.0,4113.0,Undirected,440,,1,0
8109.0,5243.0,Undirected,441,,1,0
8109.0,7888.0,Undirected,442,,1,0
4113.0,19647.0,Undirected,443,,1,0
4113.0,1815.0,Undirected,444,,1,0
5243.0,8225.0,Undirected,445,,1,0
11225.0,759.0,Undirected,446,,1,0
11225.0,1286.0,Undirected,447,,1,0
11225.0,21017.0,Undirected,448,,1,0
11225.0,9874.0,Undirected,449,,1,0
759.0,10075.0,Undirected,450,,1,0
1286.0,6071.0,Undirected,451,,1,0
6177.0,1657.0,Undirected,452,,1,0
6177.0,1771.0,Undirected,453,,1,0
6177.0,19814.0,Undirected,454,,1,0
6177.0,14660.0,Undirected,455,,1,0
6177.0,6341.0,Undirected,456,,1,0
6177.0,10924.0,Undirected,457,,1,0
6177.0,9380.0,Undirected,458,,1,0
1657.0,16963.0,Undirected,459,,1,0
4877.0,9842.0,Undirected,460,,1,0
4877.0,10348.0,Undirected,461,,1,0
9842.0,17615.0,Undirected,462,,1,0
9842.0,7528.0,Undirected,463,,1,0
982.0,2810.0,Undirected,464,,1,0
982.0,2184.0,Undirected,465,,1,0
982.0,18920.0,Undirected,466,,1,0
982.0,5254.0,Undirected,467,,1,0
982.0,16939.0,Undirected,468,,1,0
982.0,1736.0,Undirected,469,,1,0
982.0,9572.0,Undirected,470,,1,0
982.0,19258.0,Undirected,471,,1,0
982.0,9028.0,Undirected,472,,1,0
982.0,1463.0,Undirected,473,,1,0
982.0,11292.0,Undirected,474,,1,0
982.0,3265.0,Undirected,475,,1,0
982.0,14783.0,Undirected,476,,1,0
982.0,18564.0,Undirected,477,,1,0
982.0,18191.0,Undirected,478,,1,0
982.0,6469.0,Undirected,479,,1,0
982.0,7.0,Undirected,480,,1,0
982.0,11381.0,Undirected,481,,1,0
982.0,18076.0,Undirected,482,,1,0
982.0,1096.0,Undirected,483,,1,0
982.0,5959.0,Undirected,484,,1,0
982.0,9932.0,Undirected,485,,1,0
982.0,17768.0,Undirected,486,,1,0
982.0,16477.0,Undirected,487,,1,0
982.0,856.0,Undirected,488,,1,0
2810.0,8833.0,Undirected,489,,1,0
2810.0,9528.0,Undirected,490,,1,0
2810.0,14415.0,Undirected,491,,1,0
2810.0,19128.0,Undirected,492,,1,0
2810.0,5368.0,Undirected,493,,1,0
2810.0,15745.0,Undirected,494,,1,0
2810.0,6058.0,Undirected,495,,1,0
2810.0,10726.0,Undirected,496,,1,0
2184.0,4001.0,Undirected,497,,1,0
5254.0,9615.0,Undirected,498,,1,0
5254.0,9497.0,Undirected,499,,1,0
5254.0,5489.0,Undirected,500,,1,0
5254.0,5501.0,Undirected,501,,1,0
1736.0,4405.0,Undirected,502,,1,0
9572.0,16232.0,Undirected,503,,1,0
9572.0,20519.0,Undirected,504,,1,0
9572.0,1673.0,Undirected,505,,1,0
9572.0,8231.0,Undirected,506,,1,0
9028.0,5191.0,Undirected,507,,1,0
1463.0,221.0,Undirected,508,,1,0
11292.0,7678.0,Undirected,509,,1,0
3265.0,13021.0,Undirected,510,,1,0
6469.0,16574.0,Undirected,511,,1,0
6469.0,5926.0,Undirected,512,,1,0
7.0,9491.0,Undirected,513,,1,0
11381.0,8261.0,Undirected,514,,1,0
1096.0,11605.0,Undirected,515,,1,0
5959.0,8848.0,Undirected,516,,1,0
5959.0,15508.0,Undirected,517,,1,0
5959.0,17715.0,Undirected,518,,1,0
9932.0,1495.0,Undirected,519,,1,0
9932.0,3239.0,Undirected,520,,1,0
9932.0,56.0,Undirected,521,,1,0
9932.0,11240.0,Undirected,522,,1,0
9932.0,5744.0,Undirected,523,,1,0
9932.0,12700.0,Undirected,524,,1,0
9932.0,4291.0,Undirected,525,,1,0
9932.0,9864.0,Undirected,526,,1,0
9932.0,4225.0,Undirected,527,,1,0
11125.0,1101.0,Undirected,528,,1,0
11125.0,1518.0,Undirected,529,,1,0
11125.0,12483.0,Undirected,530,,1,0
11125.0,17103.0,Undirected,531,,1,0
11125.0,3654.0,Undirected,532,,1,0
11125.0,7886.0,Undirected,533,,1,0
1101.0,503.0,Undirected,534,,1,0
1101.0,6465.0,Undirected,535,,1,0
1101.0,9079.0,Undirected,536,,1,0
1518.0,12035.0,Undirected,537,,1,0
12483.0,8044.0,Undirected,538,,1,0
3654.0,12489.0,Undirected,539,,1,0
4631.0,15166.0,Undirected,540,,1,0
4631.0,8349.0,Undirected,541,,1,0
8023.0,1755.0,Undirected,542,,1,0
8023.0,5759.0,Undirected,543,,1,0
8023.0,4135.0,Undirected,544,,1,0
8023.0,14858.0,Undirected,545,,1,0
8023.0,20287.0,Undirected,546,,1,0
8023.0,13512.0,Undirected,547,,1,0
8023.0,16924.0,Undirected,548,,1,0
8023.0,7075.0,Undirected,549,,1,0
1755.0,3102.0,Undirected,550,,1,0
1755.0,12008.0,Undirected,551,,1,0
1755.0,6843.0,Undirected,552,,1,0
5759.0,13161.0,Undirected,553,,1,0
4135.0,16551.0,Undirected,554,,1,0
13512.0,2883.0,Undirected,555,,1,0
13512.0,340.0,Undirected,556,,1,0
13512.0,393.0,Undirected,557,,1,0
13512.0,6500.0,Undirected,558,,1,0
16924.0,10862.0,Undirected,559,,1,0
7854.0,7957.0,Undirected,560,,1,0
7854.0,17735.0,Undirected,561,,1,0
7854.0,747.0,Undirected,562,,1,0
7854.0,16947.0,Undirected,563,,1,0
7854.0,7709.0,Undirected,564,,1,0
7854.0,1515.0,Undirected,565,,1,0
7854.0,16203.0,Undirected,566,,1,0
7854.0,12499.0,Undirected,567,,1,0
7854.0,6270.0,Undirected,568,,1,0
7854.0,3611.0,Undirected,569,,1,0
7957.0,5140.0,Undirected,570,,1,0
7957.0,15906.0,Undirected,571,,1,0
747.0,6417.0,Undirected,572,,1,0
747.0,19104.0,Undirected,573,,1,0
747.0,8817.0,Undirected,574,,1,0
7709.0,13055.0,Undirected,575,,1,0
1515.0,3069.0,Undirected,576,,1,0
12499.0,19667.0,Undirected,577,,1,0
6270.0,993.0,Undirected,578,,1,0
6295.0,10147.0,Undirected,579,,1,0
6295.0,11410.0,Undirected,580,,1,0
6295.0,5012.0,Undirected,581,,1,0
6295.0,12785.0,Undirected,582,,1,0
6295.0,10841.0,Undirected,583,,1,0
10147.0,3776.0,Undirected,584,,1,0
2354.0,2355.0,Undirected,585,,1,0
2354.0,9489.0,Undirected,586,,1,0
2355.0,12248.0,Undirected,587,,1,0
12646.0,5472.0,Undirected,588,,1,0
12646.0,11900.0,Undirected,589,,1,0
5472.0,19259.0,Undirected,590,,1,0
7415.0,20964.0,Undirected,591,,1,0
7415.0,10492.0,Undirected,592,,1,0
7415.0,1937.0,Undirected,593,,1,0
7415.0,15930.0,Undirected,594,,1,0
11444.0,6635.0,Undirected,595,,1,0
11444.0,8212.0,Undirected,596,,1,0
6635.0,17888.0,Undirected,597,,1,0
6635.0,15239.0,Undirected,598,,1,0
6356.0,7080.0,Undirected,599,,1,0
6356.0,6754.0,Undirected,600,,1,0
6356.0,8045.0,Undirected,601,,1,0
7080.0,7460.0,Undirected,602,,1,0
5766.0,37.0,Undirected,603,,1,0
5766.0,3766.0,Undirected,604,,1,0
37.0,4099.0,Undirected,605,,1,0
1478.0,8275.0,Undirected,606,,1,0
1478.0,953.0,Undirected,607,,1,0
8275.0,19429.0,Undirected,608,,1,0
8275.0,17876.0,Undirected,609,,1,0
8275.0,1146.0,Undirected,610,,1,0
8275.0,18536.0,Undirected,611,,1,0
8275.0,11822.0,Undirected,612,,1,0
4266.0,7757.0,Undirected,613,,1,0
4266.0,6768.0,Undirected,614,,1,0
7757.0,2406.0,Undirected,615,,1,0
3366.0,12075.0,Undirected,616,,1,0
3366.0,5713.0,Undirected,617,,1,0
3366.0,7934.0,Undirected,618,,1,0
12075.0,14867.0,Undirected,619,,1,0
12075.0,650.0,Undirected,620,,1,0
4602.0,14770.0,Undirected,621,,1,0
4602.0,12580.0,Undirected,622,,1,0
14770.0,9597.0,Undirected,623,,1,0
12379.0,18568.0,Undirected,624,,1,0
12379.0,7795.0,Undirected,625,,1,0
12379.0,6605.0,Undirected,626,,1,0
11466.0,383.0,Undirected,627,,1,0
11466.0,1564.0,Undirected,628,,1,0
383.0,15509.0,Undirected,629,,1,0
5052.0,5075.0,Undirected,630,,1,0
5052.0,10624.0,Undirected,631,,1,0
5075.0,14789.0,Undirected,632,,1,0
5075.0,7605.0,Undirected,633,,1,0
5075.0,6321.0,Undirected,634,,1,0
5075.0,18837.0,Undirected,635,,1,0
5075.0,20854.0,Undirected,636,,1,0
5075.0,16908.0,Undirected,637,,1,0
8249.0,6345.0,Undirected,638,,1,0
